13881,205,-42,-312
13981,195,-56,-309
14081,198,-54,-312
14181,208,-48,-294
28052,226,-63,-314
28158,178,-53,-316
28258,212,-61,-306
28358,198,-48,-310
28458,228,-51,-310
28558,221,-43,-310
28658,206,-38,-314
28758,240,-50,-312
28858,220,-45,-309
28958,188,-32,-313
29058,210,-45,-315
29225,209,-38,-310
29325,197,-42,-311
29425,229,-58,-311
29525,180,-34,-310
29625,210,-45,-311
29725,199,-52,-311
29825,180,-57,-307
29925,201,-48,-313
30025,191,-68,-307
30125,219,-51,-310
30231,209,-59,-309
30331,203,-53,-309
30431,214,-60,-309
30531,189,-55,-307
30631,186,-55,-310
30731,202,-43,-311
30831,220,-64,-311
30931,190,-74,-311
31031,199,-44,-308
31131,184,-56,-311
31246,164,-58,-310
31346,214,-59,-310
31446,212,-59,-309
31546,208,-47,-306
31646,184,-39,-312
31746,227,-42,-313
31846,220,-48,-309
31946,208,-61,-314
32046,186,-37,-309
32146,232,-25,-309
32252,231,-52,-308
32352,201,-44,-313
32452,184,-56,-310
32552,213,-57,-311
32652,211,-48,-308
32752,183,-59,-310
32852,189,-58,-314
32952,211,-37,-310
33052,182,-56,-306
33152,198,-50,-309
33258,213,-46,-309
33358,215,-52,-312
33458,209,-47,-311
33558,232,-53,-313
33658,214,-57,-312
33758,204,-49,-312
33858,190,-51,-312
33958,209,-44,-309
34058,218,-44,-310
34158,205,-51,-309
34268,203,-38,-308
34368,230,-50,-309
34468,182,-47,-307
34568,220,-57,-311
34668,209,-55,-314
34768,192,-69,-312
34868,209,-40,-314
34968,193,-74,-313
35068,208,-69,-306
35168,219,-51,-308
35274,201,-45,-308
35374,218,-70,-310
35474,211,-57,-310
35574,161,-61,-307
35674,209,-60,-311
35774,199,-45,-312
56830,208,-52,-307
56869,187,-49,-302
56969,186,-37,-316
57069,207,-43,-308
57175,218,-48,-307
57275,207,-33,-305
57375,173,-38,-316
57475,220,-48,-309
57575,229,-29,-313
57675,220,-43,-311
57775,206,-38,-311
57875,214,-43,-310
57975,200,-41,-312
58075,214,-36,-310
58185,190,-32,-307
58285,213,-54,-310
58385,227,-44,-315
58485,193,-36,-312
58585,212,-39,-310
58685,201,-27,-311
58785,214,-33,-310
58885,191,-47,-309
58985,216,-58,-309
59085,218,-38,-312
59191,188,-32,-310
59291,173,-50,-309
59391,192,-40,-309
59491,175,-48,-315
59591,217,-37,-309
59691,191,-67,-308
59791,226,-63,-310
59891,207,-67,-310
59991,213,-67,-313
60091,176,-68,-307
60201,184,-57,-312
60301,198,-58,-312
60401,205,-51,-307
60501,223,-49,-303
60601,181,-62,-311
60701,203,-74,-305
60801,193,-74,-307
60901,230,-67,-312
61001,207,-73,-310
61101,206,-61,-306
61207,208,-56,-315
61307,194,-36,-311
61407,200,-55,-312
61507,209,-48,-314
61607,217,-59,-310
61707,208,-47,-309
61807,210,-59,-312
61907,206,-61,-309
62007,202,-47,-313
62108,199,-72,-311
62214,192,-51,-312
62314,202,-70,-311
62414,208,-52,-310
62514,200,-63,-308
62614,218,-59,-309
62714,189,-64,-308
62814,226,-45,-310
62914,220,-52,-311
63014,221,-68,-307
63114,198,-67,-311
63224,224,-53,-313
63324,200,-37,-312
63424,189,-30,-307
63524,220,-57,-316
63624,228,-39,-311
63724,224,-64,-309
63824,196,-65,-315
63924,220,-57,-313
64024,212,-62,-311
64124,210,-63,-312
64230,224,-48,-315
64330,176,-47,-308
64430,210,-54,-307
64530,232,-51,-313
64630,201,-67,-310
64730,230,-57,-308
64830,209,-58,-312
64930,204,-44,-307
65030,191,-43,-311
65130,236,-49,-311
65236,208,-53,-309
65336,209,-58,-314
65436,213,-49,-310
65536,240,-55,-310
65636,206,-55,-310
65736,173,-67,-313
65836,228,-59,-314
65936,189,-63,-309
66036,176,-48,-307
66136,223,-57,-307
66246,183,-53,-311
66346,227,-42,-309
66446,217,-52,-308
66546,228,-57,-313
66646,201,-59,-311
66746,204,-42,-310
66846,215,-66,-313
66946,220,-67,-310
67046,183,-51,-312
67146,200,-41,-312
67280,184,-49,-312
67380,197,-47,-308
67480,223,-54,-314
67580,192,-57,-308
67680,217,-73,-312
67780,206,-61,-308
67880,222,-48,-312
67980,214,-48,-313
68080,225,-33,-306
68180,218,-42,-309
68290,224,-52,-305
68390,224,-40,-312
68490,200,-38,-315
68590,209,-53,-310
68690,229,-39,-310
68790,228,-42,-309
68890,207,-47,-311
68990,207,-57,-310
69090,238,-54,-312
69190,204,-45,-307
69296,224,-71,-307
69396,220,-41,-309
69496,220,-64,-306
69596,210,-67,-312
69696,220,-44,-314
69796,196,-39,-308
69896,200,-67,-311
69996,240,-62,-306
70096,196,-56,-315
70196,182,-68,-310
70302,218,-52,-312
70402,191,-56,-307
70502,191,-37,-310
70602,203,-56,-308
70702,230,-59,-310
70802,210,-45,-312
70902,213,-35,-312
71002,216,-57,-308
71102,214,-41,-314
71202,207,-35,-309
71318,186,-47,-306
71418,229,-49,-314
71518,217,-63,-314
71618,197,-29,-315
71718,214,-53,-307
71818,228,-30,-312
71918,211,-53,-312
72018,219,-48,-312
72118,191,-36,-312
72218,195,-41,-307
72324,219,-34,-312
72424,220,-27,-310
72524,228,-35,-313
72624,211,-42,-311
72724,232,-37,-309
72824,209,-45,-312
72924,196,-38,-309
73024,218,-33,-312
73124,219,-34,-311
73224,240,-37,-309
73330,178,-48,-309
73430,229,-38,-311
73530,210,-63,-309
73630,194,-41,-313
73730,192,-48,-311
73830,182,-41,-309
73930,218,-53,-312
74030,207,-38,-309
74130,205,-36,-308
74230,184,-36,-310
74340,201,-32,-308
74440,218,-68,-309
74540,192,-46,-307
74640,188,-59,-312
74741,223,-32,-311
74841,216,-29,-310
74941,206,-46,-310
75041,231,-52,-313
75141,214,-34,-312
75241,196,-42,-310
75347,214,-33,-312
75447,228,-34,-308
75547,208,-52,-308
75647,198,-41,-312
75747,230,-41,-310
75847,240,-44,-314
75947,230,-27,-310
76047,197,-28,-313
76147,224,-43,-311
76247,202,-48,-310
76357,210,-43,-313
76457,204,-33,-315
76557,221,-55,-305
76657,210,-56,-317
76757,218,-58,-314
76857,199,-36,-309
76957,229,-20,-305
77057,192,-44,-314
77157,233,-56,-308
77257,183,-43,-308
77363,212,-56,-312
77463,198,-60,-309
77563,191,-31,-310
77663,237,-62,-310
77763,207,-63,-316
77863,183,-54,-307
77963,204,-72,-310
78063,230,-62,-310
78163,210,-67,-312
78263,209,-80,-309
78369,229,-58,-316
78469,220,-50,-307
78569,197,-65,-305
78669,217,-55,-313
78769,211,-46,-310
78869,231,-61,-313
78969,230,-58,-314
79069,206,-80,-307
79169,219,-60,-309
79269,214,-69,-308
79379,223,-73,-314
79479,193,-62,-311
79579,240,-54,-309
79679,223,-67,-312
79779,217,-51,-308
79879,220,-71,-309
79979,219,-56,-307
80079,222,-73,-309
80179,217,-57,-313
80279,221,-63,-309
80385,218,-56,-310
80485,200,-59,-310
80585,186,-60,-309
80685,196,-56,-312
80785,208,-57,-310
80885,213,-39,-311
80985,228,-49,-306
81085,206,-49,-313
81185,189,-63,-309
81285,221,-58,-313
